region,quarter,year,quarter_num,cpi,policy_rate,population_change,sales_volume,unemployment_rate,building_starts,mortgage_rate,gdp_change,household_income,price_index
Telemark,2018K3,2018,3,109.23333333333333,0.5833333333333334,91,0.0,4.133333333333334,249,2.4266666666666663,0.7,,118.6
Telemark,2018K4,2018,4,109.63333333333333,0.75,-244,0.0,3.8666666666666667,160,2.5500000000000003,1.7,,115.5
Telemark,2019K1,2019,1,109.96666666666665,0.8333333333333334,-75,0.0,3.966666666666667,215,2.5033333333333334,1.9,,119.9
Telemark,2019K2,2019,2,110.63333333333333,1.0833333333333333,126,0.0,3.5,264,2.68,-0.6,,122.6
Telemark,2019K3,2019,3,111.03333333333335,1.3333333333333333,-120,0.0,3.9000000000000004,180,2.8533333333333335,1.0,,122.3
Telemark,2019K4,2019,4,111.39999999999999,1.5,106,0.0,4.133333333333333,156,3.02,4.0,,118.7
Telemark,2020K1,2020,1,111.23333333333333,1.0833333333333333,0,0.0,3.733333333333333,0,2.9433333333333334,1.3,,121.8
Telemark,2020K2,2020,2,111.89999999999999,0.08333333333333333,0,0.0,4.666666666666667,0,1.97,-2.9,,128.3
Telemark,2020K3,2020,3,112.76666666666667,0.0,0,0.0,5.433333333333334,0,1.8133333333333335,-0.4,,130.6
Telemark,2020K4,2020,4,112.83333333333333,0.0,0,0.0,5.166666666666667,0,1.79,-3.4,,130.8
Telemark,2021K1,2021,1,114.53333333333335,0.0,0,0.0,4.933333333333334,0,1.7633333333333334,-0.5,,137.7
Telemark,2021K2,2021,2,115.06666666666666,0.0,0,0.0,5.033333333333333,0,1.75,4.8,,147.4
Telemark,2021K3,2021,3,116.7,0.08333333333333333,0,0.0,4.2,0,1.7333333333333334,5.4,,146.5
Telemark,2021K4,2021,4,118.06666666666666,0.3333333333333333,0,0.0,3.6333333333333333,0,1.8866666666666667,6.7,,142.8
Telemark,2022K1,2022,1,118.89999999999999,0.5833333333333334,0,0.0,3.233333333333333,0,2.0933333333333333,5.6,,149.5
Telemark,2022K2,2022,2,121.76666666666667,0.9166666666666666,0,0.0,3.1666666666666665,0,2.3366666666666664,5.8,,157.7
Telemark,2022K3,2022,3,124.56666666666666,1.75,0,0.0,3.233333333333333,0,2.94,4.4,,153.9
Telemark,2022K4,2022,4,125.89999999999999,2.5,0,0.0,3.266666666666667,0,3.8366666666666664,2.4,,145.3
Telemark,2023K1,2023,1,126.76666666666665,2.8333333333333335,0,0.0,3.733333333333333,0,4.193333333333333,3.5,,147.8
Telemark,2023K2,2023,2,129.66666666666666,3.3333333333333335,0,0.0,3.3333333333333335,0,4.53,0.1,,155.4
Telemark,2023K3,2023,3,130.20000000000002,4.0,0,0.0,3.5666666666666664,0,5.166666666666667,-2.6,,149.6
Telemark,2023K4,2023,4,131.6,4.333333333333333,0,0.0,3.6999999999999997,0,5.523333333333333,0.4,,143.5
Telemark,2024K1,2024,1,132.29999999999998,4.5,251,360.0,4.0,67,5.676666666666667,-1.0,,149.2
Telemark,2024K2,2024,2,133.66666666666666,4.5,218,500.0,4.1000000000000005,37,5.736666666666667,4.4,,155.5
Telemark,2024K3,2024,3,133.83333333333334,4.5,322,602.0,3.966666666666667,45,5.726666666666667,3.4,,151.8
Telemark,2024K4,2024,4,134.73333333333335,4.5,-21,617.0,4.033333333333333,61,5.676666666666667,0.0,,147.8
Agder,2005K1,2005,1,81.39999999999999,,307,,,363,,-1.1,,51.4
Agder,2005K2,2005,2,82.3,,626,,,550,,4.7,,53.3
Agder,2005K3,2005,3,82.46666666666667,,463,,,315,,4.6,,54.1
Agder,2005K4,2005,4,82.96666666666667,,133,,,677,,3.3,,54.8
Agder,2006K1,2006,1,83.23333333333333,,304,,4.1000000000000005,545,,5.0,,57.3
Agder,2006K2,2006,2,84.26666666666667,,664,,3.8333333333333335,434,,-0.8,,61.6
Agder,2006K3,2006,3,84.3,,698,,3.4333333333333336,441,,2.0,,64.7
Agder,2006K4,2006,4,85.0,,394,,2.966666666666667,679,,3.6,,66.4
Agder,2007K1,2007,1,84.06666666666666,,563,,2.8666666666666667,510,,2.4,,70.5
Agder,2007K2,2007,2,84.53333333333333,,1133,,2.6,426,,2.6,,75.4
Agder,2007K3,2007,3,84.43333333333334,,1134,,2.6666666666666665,442,,3.4,,76.6
Agder,2007K4,2007,4,86.16666666666667,,783,,2.6666666666666665,529,,3.6,,77.1
Agder,2008K1,2008,1,87.03333333333335,,601,0.0,2.6666666666666665,376,,-0.2,,79.4
Agder,2008K2,2008,2,87.26666666666667,,1143,0.0,2.766666666666667,696,,4.4,,81.0
Agder,2008K3,2008,3,88.39999999999999,,1040,0.0,3.0,507,,0.5,,79.9
Agder,2008K4,2008,4,89.23333333333333,,734,0.0,3.266666666666667,449,,-0.2,,72.5
Agder,2009K1,2009,1,89.16666666666667,,689,0.0,3.233333333333333,402,,1.7,,75.9
Agder,2009K2,2009,2,90.0,,969,0.0,3.5,547,,-4.3,,78.3
Agder,2009K3,2009,3,90.0,,860,0.0,3.4333333333333336,524,,-1.7,,79.7
Agder,2009K4,2009,4,90.5,,766,0.0,3.6333333333333333,373,,-2.6,,80.5
Agder,2010K1,2010,1,91.8,,795,0.0,4.033333333333333,678,,0.5,,82.8
Agder,2010K2,2010,2,92.33333333333333,,1054,0.0,4.033333333333333,321,,2.8,,86.7
Agder,2010K3,2010,3,91.66666666666667,,1104,0.0,3.8333333333333335,364,,-1.5,,85.5
Agder,2010K4,2010,4,92.56666666666666,,627,0.0,3.9,507,,1.3,,86.3
Agder,2011K1,2011,1,93.06666666666666,,672,0.0,3.3666666666666667,530,,0.0,,90.9
Agder,2011K2,2011,2,93.66666666666667,,1156,0.0,3.6,625,,-1.2,,93.0
Agder,2011K3,2011,3,93.03333333333335,,900,0.0,3.5666666666666664,457,,4.6,,92.5
Agder,2011K4,2011,4,93.33333333333333,,635,0.0,3.6666666666666665,658,,1.4,,92.5
Agder,2012K1,2012,1,93.83333333333333,,608,0.0,3.3666666666666667,381,,3.6,,94.0
Agder,2012K2,2012,2,94.03333333333335,,968,0.0,3.4,469,,4.9,,97.8
Agder,2012K3,2012,3,93.36666666666667,,1175,0.0,3.3666666666666667,594,,0.8,,97.4
Agder,2012K4,2012,4,94.46666666666665,,555,0.0,3.733333333333333,436,,1.8,,97.2
Agder,2013K1,2013,1,95.0,,462,0.0,3.8333333333333335,517,,-2.9,,98.9
Agder,2013K2,2013,2,95.86666666666667,,790,0.0,3.966666666666667,607,,2.8,,102.4
Agder,2013K3,2013,3,96.16666666666667,,1047,0.0,3.933333333333333,399,,3.5,,97.2
Agder,2013K4,2013,4,96.63333333333333,1.5,801,0.0,4.0,843,,1.8,,96.8
Agder,2014K1,2014,1,97.0,1.5,891,0.0,3.6666666666666665,306,3.9600000000000004,3.8,,97.8
Agder,2014K2,2014,2,97.66666666666667,1.5,1054,0.0,3.5,486,3.8166666666666664,-0.1,,101.3
Agder,2014K3,2014,3,98.23333333333333,1.5,1018,0.0,3.933333333333333,393,3.75,2.0,,99.6
Agder,2014K4,2014,4,98.59999999999998,1.4166666666666667,456,0.0,3.966666666666667,402,3.5400000000000005,2.6,,99.3
Agder,2015K1,2015,1,98.89999999999999,1.25,838,0.0,4.5,608,3.1366666666666667,1.8,,99.6
Agder,2015K2,2015,2,99.83333333333333,1.1666666666666667,818,0.0,4.566666666666666,568,3.0533333333333332,2.7,,101.8
Agder,2015K3,2015,3,100.2,0.9166666666666666,785,0.0,4.733333333333333,538,2.8266666666666667,3.1,,100.7
Agder,2015K4,2015,4,101.06666666666666,0.75,401,0.0,4.8999999999999995,666,2.57,0.6,,97.9
Agder,2016K1,2016,1,102.03333333333335,0.6666666666666666,309,0.0,5.1000000000000005,473,2.51,1.7,,97.7
Agder,2016K2,2016,2,103.3,0.5,1148,0.0,4.933333333333334,502,2.3833333333333333,2.1,,101.1
Agder,2016K3,2016,3,104.2,0.5,509,0.0,4.8999999999999995,374,2.3633333333333333,-2.1,,99.4
Agder,2016K4,2016,4,104.66666666666667,0.5,335,0.0,4.666666666666667,723,2.4166666666666665,3.0,,97.9
Agder,2017K1,2017,1,104.66666666666667,0.5,376,0.0,4.466666666666666,527,2.4933333333333336,4.7,,100.4
Agder,2017K2,2017,2,105.46666666666665,0.5,686,0.0,4.6000000000000005,621,2.513333333333333,0.8,,101.3
Agder,2017K3,2017,3,105.76666666666667,0.5,1755,0.0,4.166666666666667,429,2.5,4.4,,100.0
Agder,2017K4,2017,4,106.06666666666666,0.5,146,0.0,4.2,473,2.44,0.8,,98.8
Agder,2018K1,2018,1,106.76666666666667,0.5,341,0.0,4.066666666666666,518,2.4166666666666665,-0.2,,98.3
Agder,2018K2,2018,2,108.0,0.5,231,0.0,4.0,374,2.41,2.0,,102.9
Agder,2018K3,2018,3,109.23333333333333,0.5833333333333334,838,0.0,4.133333333333334,373,2.4266666666666663,0.7,,100.9
Agder,2018K4,2018,4,109.63333333333333,0.75,80,0.0,3.8666666666666667,702,2.5500000000000003,1.7,,99.2
Agder,2019K1,2019,1,109.96666666666665,0.8333333333333334,358,0.0,3.966666666666667,417,2.5033333333333334,1.9,,99.6
Agder,2019K2,2019,2,110.63333333333333,1.0833333333333333,295,0.0,3.5,368,2.68,-0.6,,104.2
Agder,2019K3,2019,3,111.03333333333335,1.3333333333333333,952,0.0,3.9000000000000004,279,2.8533333333333335,1.0,,102.9
Agder,2019K4,2019,4,111.39999999999999,1.5,382,0.0,4.133333333333333,269,3.02,4.0,,99.6
Agder,2020K1,2020,1,111.23333333333333,1.0833333333333333,351,1085.0,3.733333333333333,367,2.9433333333333334,1.3,533000.0,100.4
Agder,2020K2,2020,2,111.89999999999999,0.08333333333333333,-13,1518.0,4.666666666666667,408,1.97,-2.9,533000.0,106.5
Agder,2020K3,2020,3,112.76666666666667,0.0,861,1864.0,5.433333333333334,362,1.8133333333333335,-0.4,533000.0,105.3
Agder,2020K4,2020,4,112.83333333333333,0.0,413,1859.0,5.166666666666667,593,1.79,-3.4,533000.0,104.8
Agder,2021K1,2021,1,114.53333333333335,0.0,355,1263.0,4.933333333333334,487,1.7633333333333334,-0.5,554000.0,110.2
Agder,2021K2,2021,2,115.06666666666666,0.0,336,1842.0,5.033333333333333,425,1.75,4.8,554000.0,117.8
Agder,2021K3,2021,3,116.7,0.08333333333333333,1155,1951.0,4.2,392,1.7333333333333334,5.4,554000.0,116.9
Agder,2021K4,2021,4,118.06666666666666,0.3333333333333333,445,2133.0,3.6333333333333333,467,1.8866666666666667,6.7,554000.0,112.3
Agder,2022K1,2022,1,118.89999999999999,0.5833333333333334,388,1186.0,3.233333333333333,417,2.0933333333333333,5.6,577000.0,118.2
Agder,2022K2,2022,2,121.76666666666667,0.9166666666666666,1892,1696.0,3.1666666666666665,667,2.3366666666666664,5.8,577000.0,125.7
Agder,2022K3,2022,3,124.56666666666666,1.75,2150,1873.0,3.233333333333333,522,2.94,4.4,577000.0,125.3
Agder,2022K4,2022,4,125.89999999999999,2.5,487,1661.0,3.266666666666667,563,3.8366666666666664,2.4,577000.0,119.9
Agder,2023K1,2023,1,126.76666666666665,2.8333333333333335,703,1222.0,3.733333333333333,428,4.193333333333333,3.5,620000.0,122.9
Agder,2023K2,2023,2,129.66666666666666,3.3333333333333335,622,1564.0,3.3333333333333335,582,4.53,0.1,620000.0,129.7
Agder,2023K3,2023,3,130.20000000000002,4.0,1681,1784.0,3.5666666666666664,392,5.166666666666667,-2.6,620000.0,128.1
Agder,2023K4,2023,4,131.6,4.333333333333333,793,1497.0,3.6999999999999997,875,5.523333333333333,0.4,620000.0,122.8
Agder,2024K1,2024,1,132.29999999999998,4.5,529,965.0,4.0,526,5.676666666666667,-1.0,,126.8
Agder,2024K2,2024,2,133.66666666666666,4.5,294,1481.0,4.1000000000000005,368,5.736666666666667,4.4,,134.8
Agder,2024K3,2024,3,133.83333333333334,4.5,1249,1962.0,3.966666666666667,216,5.726666666666667,3.4,,136.4
Agder,2024K4,2024,4,134.73333333333335,4.5,266,1805.0,4.033333333333333,252,5.676666666666667,0.0,,131.4
Rogaland,2005K1,2005,1,81.39999999999999,,918,,,870,,-1.1,368000.0,48.5
Rogaland,2005K2,2005,2,82.3,,1196,,,872,,4.7,368000.0,49.7
Rogaland,2005K3,2005,3,82.46666666666667,,1272,,,982,,4.6,368000.0,50.1
Rogaland,2005K4,2005,4,82.96666666666667,,1104,,,1305,,3.3,368000.0,52.1
Rogaland,2006K1,2006,1,83.23333333333333,,1389,,4.1000000000000005,1258,,5.0,385000.0,57.1
Rogaland,2006K2,2006,2,84.26666666666667,,1835,,3.8333333333333335,832,,-0.8,385000.0,61.3
Rogaland,2006K3,2006,3,84.3,,1930,,3.4333333333333336,1069,,2.0,385000.0,64.7
Rogaland,2006K4,2006,4,85.0,,1818,,2.966666666666667,1447,,3.6,385000.0,68.0
Rogaland,2007K1,2007,1,84.06666666666666,,1844,,2.8666666666666667,1184,,2.4,419000.0,73.7
Rogaland,2007K2,2007,2,84.53333333333333,,2040,,2.6,827,,2.6,419000.0,74.5
Rogaland,2007K3,2007,3,84.43333333333334,,2310,,2.6666666666666665,959,,3.4,419000.0,76.2
Rogaland,2007K4,2007,4,86.16666666666667,,1927,,2.6666666666666665,953,,3.6,419000.0,76.6
Rogaland,2008K1,2008,1,87.03333333333335,,2087,1916.0,2.6666666666666665,637,,-0.2,448000.0,78.6
Rogaland,2008K2,2008,2,87.26666666666667,,2169,2126.0,2.766666666666667,1038,,4.4,448000.0,78.7
Rogaland,2008K3,2008,3,88.39999999999999,,1899,2537.0,3.0,490,,0.5,448000.0,75.1
Rogaland,2008K4,2008,4,89.23333333333333,,1732,1985.0,3.266666666666667,1126,,-0.2,448000.0,71.2
Rogaland,2009K1,2009,1,89.16666666666667,,1807,1529.0,3.233333333333333,627,,1.7,453000.0,72.4
Rogaland,2009K2,2009,2,90.0,,1812,1956.0,3.5,711,,-4.3,453000.0,74.7
Rogaland,2009K3,2009,3,90.0,,1877,2294.0,3.4333333333333336,505,,-1.7,453000.0,77.6
Rogaland,2009K4,2009,4,90.5,,1877,2264.0,3.6333333333333333,943,,-2.6,453000.0,82.1
Rogaland,2010K1,2010,1,91.8,,2362,1741.0,4.033333333333333,772,,0.5,465000.0,85.6
Rogaland,2010K2,2010,2,92.33333333333333,,1945,2103.0,4.033333333333333,745,,2.8,465000.0,87.3
Rogaland,2010K3,2010,3,91.66666666666667,,2318,2249.0,3.8333333333333335,606,,-1.5,465000.0,88.5
Rogaland,2010K4,2010,4,92.56666666666666,,1515,2500.0,3.9,1236,,1.3,465000.0,89.9
Rogaland,2011K1,2011,1,93.06666666666666,,1642,1903.0,3.3666666666666667,886,,0.0,488000.0,94.5
Rogaland,2011K2,2011,2,93.66666666666667,,1955,2336.0,3.6,1165,,-1.2,488000.0,95.6
Rogaland,2011K3,2011,3,93.03333333333335,,1772,2565.0,3.5666666666666664,826,,4.6,488000.0,96.7
Rogaland,2011K4,2011,4,93.33333333333333,,1659,2684.0,3.6666666666666665,1095,,1.4,488000.0,97.9
Rogaland,2012K1,2012,1,93.83333333333333,,2416,2137.0,3.3666666666666667,854,,3.6,508000.0,99.7
Rogaland,2012K2,2012,2,94.03333333333335,,2158,2590.0,3.4,1274,,4.9,508000.0,103.1
Rogaland,2012K3,2012,3,93.36666666666667,,2487,2776.0,3.3666666666666667,925,,0.8,508000.0,106.0
Rogaland,2012K4,2012,4,94.46666666666665,,1983,3053.0,3.733333333333333,1299,,1.8,508000.0,105.0
Rogaland,2013K1,2013,1,95.0,,1804,2009.0,3.8333333333333335,923,,-2.9,532000.0,107.1
Rogaland,2013K2,2013,2,95.86666666666667,,1867,2519.0,3.966666666666667,956,,2.8,532000.0,107.8
Rogaland,2013K3,2013,3,96.16666666666667,,2076,2589.0,3.933333333333333,930,,3.5,532000.0,105.7
Rogaland,2013K4,2013,4,96.63333333333333,1.5,1719,2725.0,4.0,1241,,1.8,532000.0,103.2
Rogaland,2014K1,2014,1,97.0,1.5,1828,2103.0,3.6666666666666665,1140,3.9600000000000004,3.8,547000.0,101.2
Rogaland,2014K2,2014,2,97.66666666666667,1.5,1639,2558.0,3.5,810,3.8166666666666664,-0.1,547000.0,105.7
Rogaland,2014K3,2014,3,98.23333333333333,1.5,1835,2500.0,3.933333333333333,709,3.75,2.0,547000.0,104.8
Rogaland,2014K4,2014,4,98.59999999999998,1.4166666666666667,1375,3009.0,3.966666666666667,728,3.5400000000000005,2.6,547000.0,104.2
Rogaland,2015K1,2015,1,98.89999999999999,1.25,1154,2336.0,4.5,889,3.1366666666666667,1.8,551000.0,103.3
Rogaland,2015K2,2015,2,99.83333333333333,1.1666666666666667,1326,2559.0,4.566666666666666,750,3.0533333333333332,2.7,551000.0,101.8
Rogaland,2015K3,2015,3,100.2,0.9166666666666666,908,2160.0,4.733333333333333,649,2.8266666666666667,3.1,551000.0,99.2
Rogaland,2015K4,2015,4,101.06666666666666,0.75,485,2186.0,4.8999999999999995,720,2.57,0.6,551000.0,95.7
Rogaland,2016K1,2016,1,102.03333333333335,0.6666666666666666,732,1482.0,5.1000000000000005,627,2.51,1.7,547000.0,92.7
Rogaland,2016K2,2016,2,103.3,0.5,1050,1844.0,4.933333333333334,703,2.3833333333333333,2.1,547000.0,93.8
Rogaland,2016K3,2016,3,104.2,0.5,556,1980.0,4.8999999999999995,553,2.3633333333333333,-2.1,547000.0,93.8
Rogaland,2016K4,2016,4,104.66666666666667,0.5,-490,1961.0,4.666666666666667,790,2.4166666666666665,3.0,547000.0,96.1
Rogaland,2017K1,2017,1,104.66666666666667,0.5,540,1564.0,4.466666666666666,857,2.4933333333333336,4.7,556000.0,97.7
Rogaland,2017K2,2017,2,105.46666666666665,0.5,1018,2022.0,4.6000000000000005,580,2.513333333333333,0.8,556000.0,100.3
Rogaland,2017K3,2017,3,105.76666666666667,0.5,120,1937.0,4.166666666666667,631,2.5,4.4,556000.0,96.6
Rogaland,2017K4,2017,4,106.06666666666666,0.5,-177,2187.0,4.2,634,2.44,0.8,556000.0,99.7
Rogaland,2018K1,2018,1,106.76666666666667,0.5,532,1563.0,4.066666666666666,643,2.4166666666666665,-0.2,571000.0,98.0
Rogaland,2018K2,2018,2,108.0,0.5,918,1964.0,4.0,569,2.41,2.0,571000.0,99.2
Rogaland,2018K3,2018,3,109.23333333333333,0.5833333333333334,803,2079.0,4.133333333333334,469,2.4266666666666663,0.7,571000.0,97.7
Rogaland,2018K4,2018,4,109.63333333333333,0.75,-125,2220.0,3.8666666666666667,517,2.5500000000000003,1.7,571000.0,96.4
Rogaland,2019K1,2019,1,109.96666666666665,0.8333333333333334,1234,1886.0,3.966666666666667,471,2.5033333333333334,1.9,589000.0,98.2
Rogaland,2019K2,2019,2,110.63333333333333,1.0833333333333333,983,2153.0,3.5,536,2.68,-0.6,589000.0,100.9
Rogaland,2019K3,2019,3,111.03333333333335,1.3333333333333333,1039,2240.0,3.9000000000000004,847,2.8533333333333335,1.0,589000.0,98.6
Rogaland,2019K4,2019,4,111.39999999999999,1.5,982,2337.0,4.133333333333333,510,3.02,4.0,589000.0,93.3
Rogaland,2020K1,2020,1,111.23333333333333,1.0833333333333333,882,1888.0,3.733333333333333,716,2.9433333333333334,1.3,592000.0,99.4
Rogaland,2020K2,2020,2,111.89999999999999,0.08333333333333333,567,2085.0,4.666666666666667,474,1.97,-2.9,592000.0,101.4
Rogaland,2020K3,2020,3,112.76666666666667,0.0,442,2523.0,5.433333333333334,611,1.8133333333333335,-0.4,592000.0,103.4
Rogaland,2020K4,2020,4,112.83333333333333,0.0,862,2661.0,5.166666666666667,633,1.79,-3.4,592000.0,102.6
Rogaland,2021K1,2021,1,114.53333333333335,0.0,894,2083.0,4.933333333333334,541,1.7633333333333334,-0.5,617000.0,106.4
Rogaland,2021K2,2021,2,115.06666666666666,0.0,590,2652.0,5.033333333333333,695,1.75,4.8,617000.0,111.8
Rogaland,2021K3,2021,3,116.7,0.08333333333333333,829,2800.0,4.2,294,1.7333333333333334,5.4,617000.0,113.1
Rogaland,2021K4,2021,4,118.06666666666666,0.3333333333333333,839,2695.0,3.6333333333333333,858,1.8866666666666667,6.7,617000.0,112.4
Rogaland,2022K1,2022,1,118.89999999999999,0.5833333333333334,1057,2075.0,3.233333333333333,737,2.0933333333333333,5.6,643000.0,115.3
Rogaland,2022K2,2022,2,121.76666666666667,0.9166666666666666,2584,2623.0,3.1666666666666665,769,2.3366666666666664,5.8,643000.0,119.0
Rogaland,2022K3,2022,3,124.56666666666666,1.75,1533,2634.0,3.233333333333333,591,2.94,4.4,643000.0,116.9
Rogaland,2022K4,2022,4,125.89999999999999,2.5,1379,2536.0,3.266666666666667,612,3.8366666666666664,2.4,643000.0,113.8
Rogaland,2023K1,2023,1,126.76666666666665,2.8333333333333335,1323,2075.0,3.733333333333333,605,4.193333333333333,3.5,693000.0,114.9
Rogaland,2023K2,2023,2,129.66666666666666,3.3333333333333335,1878,2259.0,3.3333333333333335,528,4.53,0.1,693000.0,121.9
Rogaland,2023K3,2023,3,130.20000000000002,4.0,2255,2583.0,3.5666666666666664,365,5.166666666666667,-2.6,693000.0,119.8
Rogaland,2023K4,2023,4,131.6,4.333333333333333,1611,2447.0,3.6999999999999997,493,5.523333333333333,0.4,693000.0,116.0
Rogaland,2024K1,2024,1,132.29999999999998,4.5,1435,1929.0,4.0,580,5.676666666666667,-1.0,,121.1
Rogaland,2024K2,2024,2,133.66666666666666,4.5,1431,2491.0,4.1000000000000005,517,5.736666666666667,4.4,,126.3
Rogaland,2024K3,2024,3,133.83333333333334,4.5,1289,2608.0,3.966666666666667,444,5.726666666666667,3.4,,127.1
Rogaland,2024K4,2024,4,134.73333333333335,4.5,924,2593.0,4.033333333333333,496,5.676666666666667,0.0,,124.6
Vestland,2005K1,2005,1,81.39999999999999,,920,,,1082,,-1.1,,53.3
Vestland,2005K2,2005,2,82.3,,1184,,,913,,4.7,,54.4
Vestland,2005K3,2005,3,82.46666666666667,,916,,,1069,,4.6,,56.1
Vestland,2005K4,2005,4,82.96666666666667,,866,,,1114,,3.3,,55.3
Vestland,2006K1,2006,1,83.23333333333333,,807,,4.1000000000000005,860,,5.0,,61.0
Vestland,2006K2,2006,2,84.26666666666667,,840,,3.8333333333333335,934,,-0.8,,63.0
Vestland,2006K3,2006,3,84.3,,924,,3.4333333333333336,724,,2.0,,66.2
Vestland,2006K4,2006,4,85.0,,1073,,2.966666666666667,1399,,3.6,,67.3
Vestland,2007K1,2007,1,84.06666666666666,,1167,,2.8666666666666667,1020,,2.4,,71.7
Vestland,2007K2,2007,2,84.53333333333333,,1260,,2.6,1163,,2.6,,71.2
Vestland,2007K3,2007,3,84.43333333333334,,2035,,2.6666666666666665,883,,3.4,,69.7
Vestland,2007K4,2007,4,86.16666666666667,,1566,,2.6666666666666665,1686,,3.6,,67.3
Vestland,2008K1,2008,1,87.03333333333335,,1570,0.0,2.6666666666666665,994,,-0.2,,67.7
Vestland,2008K2,2008,2,87.26666666666667,,1703,0.0,2.766666666666667,675,,4.4,,67.6
Vestland,2008K3,2008,3,88.39999999999999,,2175,0.0,3.0,847,,0.5,,62.8
Vestland,2008K4,2008,4,89.23333333333333,,1757,0.0,3.266666666666667,782,,-0.2,,58.9
Vestland,2009K1,2009,1,89.16666666666667,,1530,0.0,3.233333333333333,1032,,1.7,,61.2
Vestland,2009K2,2009,2,90.0,,1773,0.0,3.5,718,,-4.3,,64.2
Vestland,2009K3,2009,3,90.0,,2672,0.0,3.4333333333333336,684,,-1.7,,66.9
Vestland,2009K4,2009,4,90.5,,2142,0.0,3.6333333333333333,750,,-2.6,,67.0
Vestland,2010K1,2010,1,91.8,,2237,0.0,4.033333333333333,831,,0.5,,69.6
Vestland,2010K2,2010,2,92.33333333333333,,1811,0.0,4.033333333333333,850,,2.8,,73.5
Vestland,2010K3,2010,3,91.66666666666667,,2406,0.0,3.8333333333333335,1220,,-1.5,,73.1
Vestland,2010K4,2010,4,92.56666666666666,,1273,0.0,3.9,816,,1.3,,73.1
Vestland,2011K1,2011,1,93.06666666666666,,1452,0.0,3.3666666666666667,935,,0.0,,78.1
Vestland,2011K2,2011,2,93.66666666666667,,1442,0.0,3.6,682,,-1.2,,79.0
Vestland,2011K3,2011,3,93.03333333333335,,2339,0.0,3.5666666666666664,517,,4.6,,79.5
Vestland,2011K4,2011,4,93.33333333333333,,1556,0.0,3.6666666666666665,865,,1.4,,81.0
Vestland,2012K1,2012,1,93.83333333333333,,1841,0.0,3.3666666666666667,961,,3.6,,84.2
Vestland,2012K2,2012,2,94.03333333333335,,1544,0.0,3.4,737,,4.9,,83.6
Vestland,2012K3,2012,3,93.36666666666667,,2977,0.0,3.3666666666666667,870,,0.8,,84.7
Vestland,2012K4,2012,4,94.46666666666665,,1702,0.0,3.733333333333333,934,,1.8,,85.3
Vestland,2013K1,2013,1,95.0,,1571,0.0,3.8333333333333335,877,,-2.9,,88.1
Vestland,2013K2,2013,2,95.86666666666667,,1316,0.0,3.966666666666667,591,,2.8,,91.7
Vestland,2013K3,2013,3,96.16666666666667,,2758,0.0,3.933333333333333,913,,3.5,,90.1
Vestland,2013K4,2013,4,96.63333333333333,1.5,1731,0.0,4.0,959,,1.8,,86.4
Vestland,2014K1,2014,1,97.0,1.5,1322,0.0,3.6666666666666665,539,3.9600000000000004,3.8,,90.5
Vestland,2014K2,2014,2,97.66666666666667,1.5,967,0.0,3.5,863,3.8166666666666664,-0.1,,92.6
Vestland,2014K3,2014,3,98.23333333333333,1.5,2589,0.0,3.933333333333333,956,3.75,2.0,,94.5
Vestland,2014K4,2014,4,98.59999999999998,1.4166666666666667,1438,0.0,3.966666666666667,901,3.5400000000000005,2.6,,94.2
Vestland,2015K1,2015,1,98.89999999999999,1.25,1301,0.0,4.5,729,3.1366666666666667,1.8,,98.2
Vestland,2015K2,2015,2,99.83333333333333,1.1666666666666667,1456,0.0,4.566666666666666,884,3.0533333333333332,2.7,,101.9
Vestland,2015K3,2015,3,100.2,0.9166666666666666,1979,0.0,4.733333333333333,844,2.8266666666666667,3.1,,101.5
Vestland,2015K4,2015,4,101.06666666666666,0.75,764,0.0,4.8999999999999995,1086,2.57,0.6,,98.4
Vestland,2016K1,2016,1,102.03333333333335,0.6666666666666666,1197,0.0,5.1000000000000005,997,2.51,1.7,,99.2
Vestland,2016K2,2016,2,103.3,0.5,1055,0.0,4.933333333333334,1343,2.3833333333333333,2.1,,101.6
Vestland,2016K3,2016,3,104.2,0.5,1947,0.0,4.8999999999999995,1430,2.3633333333333333,-2.1,,101.2
Vestland,2016K4,2016,4,104.66666666666667,0.5,1,0.0,4.666666666666667,993,2.4166666666666665,3.0,,101.5
Vestland,2017K1,2017,1,104.66666666666667,0.5,893,0.0,4.466666666666666,976,2.4933333333333336,4.7,,103.7
Vestland,2017K2,2017,2,105.46666666666665,0.5,802,0.0,4.6000000000000005,1084,2.513333333333333,0.8,,105.7
Vestland,2017K3,2017,3,105.76666666666667,0.5,1090,0.0,4.166666666666667,647,2.5,4.4,,102.5
Vestland,2017K4,2017,4,106.06666666666666,0.5,-245,0.0,4.2,1148,2.44,0.8,,99.4
Vestland,2018K1,2018,1,106.76666666666667,0.5,555,0.0,4.066666666666666,674,2.4166666666666665,-0.2,,101.7
Vestland,2018K2,2018,2,108.0,0.5,296,0.0,4.0,798,2.41,2.0,,105.5
Vestland,2018K3,2018,3,109.23333333333333,0.5833333333333334,1189,0.0,4.133333333333334,972,2.4266666666666663,0.7,,103.4
Vestland,2018K4,2018,4,109.63333333333333,0.75,-540,0.0,3.8666666666666667,828,2.5500000000000003,1.7,,100.9
Vestland,2019K1,2019,1,109.96666666666665,0.8333333333333334,837,0.0,3.966666666666667,1017,2.5033333333333334,1.9,,104.3
